anio,mes,dia,hora,minuto,segundo,clasificacion_distancia,latitud,longitud,profundidad_km,cantidad_estaciones,rms,gap,magnitud_ml,significativo,dist_ushuaia,dist_rio_grande,dist_tolhuin,distancia_min_km,percibido
2023,2,11,13,42,17.8,R,-54.656,-69.778,20.8,4,1.3,230,2.5,0,96.40262948305904,165.95554803277335,167.9858299075024,96.40262948305904,0
2023,2,13,4,19,60.0,R,-54.141,-64.552,2.2,4,0.1,311,2.6,0,254.0345992361828,210.91136545294788,176.72862320602974,176.72862320602974,0
2023,2,20,11,20,38.4,R,-57.353,-66.579,31.8,5,0.4,336,3.2,0,303.6311326880097,403.2789801259928,317.5701189509187,303.6311326880097,0
2023,3,29,11,49,34.1,L,-54.585,-67.285,16.2,3,0.1,232,2.0,0,69.94070904348322,92.97197637148656,9.388489163296041,9.388489163296041,0
2023,4,2,11,54,50.3,L,-53.743,-66.822,21.0,7,0.3,147,3.9,0,152.31272789815645,58.73599374107127,89.91354050966966,58.73599374107127,1
2023,4,16,0,6,52.6,L,-53.792,-70.771,7.0,9,0.8,210,3.8,0,196.08593438677033,201.75494855256673,247.6161782760424,196.08593438677033,1
2023,5,9,12,1,1.2,L,-54.603,-68.076,6.1,3,0.1,174,2.0,0,26.54020119820746,93.84929578995279,58.04854950761783,26.54020119820746,0
2023,5,10,18,40,11.4,L,-54.647,-68.354,11.4,3,1.1,271,2.3,0,17.553541816105316,104.47918492990635,76.56330653480269,17.553541816105316,0
2023,5,11,22,39,39.0,R,-53.753,-63.03,18.5,5,0.7,191,3.2,0,362.67190090442494,308.5166153740372,284.96298423778586,284.96298423778586,0
2023,5,20,7,34,10.0,R,-57.01,-69.074,0.4,3,0.1,345,4.5,1,250.53012778684882,368.9910680087722,301.2347644196786,250.53012778684882,0
2023,5,20,8,4,49.5,R,-56.966,-68.463,25.7,3,0.1,346,3.5,0,241.15794172899237,357.0448013164165,283.66664505889094,241.15794172899237,1
2023,5,20,9,17,30.9,R,-56.866,-68.365,28.6,3,0.2,346,3.4,0,229.8471479036682,345.21741380324596,271.2895515304423,229.8471479036682,0
2023,5,20,10,13,5.5,R,-56.764,-68.928,9.4,3,0.3,344,2.9,0,221.94502059976614,340.2617162390283,272.596631006461,221.94502059976614,0
2023,5,20,10,31,14.4,R,-56.854,-68.351,23.1,3,0.1,346,2.9,0,228.49783790266412,343.78545607556305,269.7677301298478,228.49783790266412,0
2023,5,21,1,51,5.8,R,-57.135,-69.104,0.0,3,0.2,346,3.4,0,264.5365952583921,382.93785716752984,314.72283707121204,264.5365952583921,0
2023,5,21,20,37,30.2,R,-56.853,-69.181,2.7,3,0.3,344,3.1,0,234.89697659988508,353.7907217663703,288.195283253401,234.89697659988508,0
2023,5,30,4,35,2.6,R,-56.891,-69.519,13.0,5,0.4,314,4.3,1,244.7424412923564,364.0355072665617,301.6951904772843,244.7424412923564,1
2023,5,30,11,30,4.5,R,-57.485,-67.027,32.8,7,0.8,336,3.1,0,309.08370512878764,413.8712989609944,330.12836278724575,309.08370512878764,0
2023,6,12,21,19,8.6,R,-54.846,-69.807,15.1,3,0.0,264,2.8,0,96.79083477807391,180.28805760656425,172.61970787620987,96.79083477807391,0
2023,6,13,11,0,1.5,R,-54.522,-69.277,5.2,3,0.3,222,2.5,0,70.15135693763513,131.02052522781867,135.15424508710433,70.15135693763513,0
2023,6,13,11,29,46.2,R,-54.616,-69.314,19.5,4,0.4,233,2.3,0,68.3717204856298,139.50632700759,137.79467545714488,68.3717204856298,0
2023,6,24,9,27,8.9,R,-56.849,-68.556,12.3,3,0.1,345,2.7,0,228.47172441266557,345.0161576255688,273.00953967689924,228.47172441266557,0
2023,6,25,13,54,12.9,R,-54.569,-68.272,13.9,2,0.0,180,1.7,0,26.002872781003855,94.4022238491127,70.2414831648368,26.002872781003855,0
2023,7,30,1,10,38.6,R,-55.03,-60.853,25.2,6,1.2,241,4.6,1,478.19930016500285,465.95961702064585,411.53561585459397,411.53561585459397,0
2023,7,30,17,2,35.2,R,-53.327,-62.269,0.8,5,1.2,182,3.8,0,427.6450717236977,364.073753071105,349.43690922224334,349.43690922224334,0
2023,8,4,12,41,53.6,L,-54.367,-67.423,57.0,3,0.2,222,2.2,0,74.70328598737868,67.1512264663691,22.901244255229184,22.901244255229184,0
2023,8,10,6,45,34.3,R,-54.666,-69.306,7.7,3,0.3,295,2.3,0,66.35695440572307,142.81809448035494,137.73420775309538,66.35695440572307,0
2023,8,30,5,51,9.9,L,-54.738,-69.265,6.4,5,0.5,259,2.3,0,62.32085870109054,146.49457270293078,136.1734703348576,62.32085870109054,0
2023,9,7,23,37,31.0,R,-52.585,-72.7,10.0,7,0.4,239,3.1,0,380.9802980793679,359.3547420258678,423.8735455252501,359.3547420258678,0
2023,9,10,7,55,57.1,R,-54.728,-69.537,5.8,5,1.3,265,2.2,0,79.85353583912934,158.54347788386485,153.3390664194575,79.85353583912934,0
2023,9,11,11,3,40.5,R,-54.726,-69.362,9.5,5,0.1,261,2.3,0,68.6880091991707,150.01405077362085,142.1428154550568,68.6880091991707,0
2023,9,14,19,51,58.2,L,-54.428,-69.554,3.0,6,0.1,202,2.4,0,90.90711404446563,140.11409153858278,153.61645949433088,90.90711404446563,0
2023,10,16,9,32,30.0,L,-54.658,-67.223,13.5,3,0.0,262,2.4,0,71.39646816359235,101.93642591681352,15.357382557307469,15.357382557307469,0
2023,10,30,21,1,44.1,R,-50.758,-74.402,10.8,6,0.2,317,3.7,0,609.3818552075772,567.3639811572274,642.6748661024358,567.3639811572274,0
2023,11,26,12,21,46.9,R,-53.452,-62.805,3.1,5,0.5,323,3.5,0,389.44356400875705,326.61620683952384,311.21015280478554,311.21015280478554,0
2023,11,26,14,36,51.9,R,-54.151,-61.172,12.9,5,0.5,333,3.4,0,467.69628188782235,430.76158439596736,393.47147299220006,393.47147299220006,0
2023,11,27,6,40,22.9,R,-53.495,-68.641,3.4,3,0.2,257,2.2,0,147.13463837226828,69.68973400472832,148.67230467132646,69.68973400472832,0
2024,1,13,16,28,58.9,R,-54.736,-58.424,4.8,7,0.6,263,3.7,0,635.3418638454202,613.7378185912288,566.2560109304054,566.2560109304054,0
2024,2,7,1,41,59.6,L,-54.616,-69.053,7.2,4,0.4,218,2.3,0,52.585109875536276,127.2239662468437,120.97147673787613,52.585109875536276,0
2024,2,27,6,23,60.0,L,-56.027,-71.073,20.0,7,0.5,289,2.8,0,222.1855351543811,329.5978205560939,298.27772970223754,222.1855351543811,0
2024,3,11,13,6,53.2,L,-53.739,-71.785,13.7,5,0.8,257,2.8,0,255.8105911585407,268.78527910791314,312.70211551356743,255.8105911585407,0
2024,3,14,13,13,7.0,L,-52.97,-72.875,5.0,6,0.2,320,3.3,0,363.1393473860685,355.50559764260703,412.7632225432009,355.50559764260703,0
2024,3,26,2,16,57.2,L,-57.331,-68.388,11.9,3,0.1,328,2.8,0,281.6472036711455,396.7996252023103,321.6521567440835,281.6472036711455,0
2024,4,9,11,26,59.2,L,-53.929,-71.009,20.4,5,0.1,232,2.8,0,200.92367817603926,217.65015142988557,257.64292311812056,200.92367817603926,0
2024,4,14,3,39,46.7,R,-54.562,-67.144,12.4,4,0.1,265,2.3,0,79.38039973431947,93.7630933459492,5.401232224565059,5.401232224565059,0
2024,4,14,16,44,2.3,R,-54.054,-70.857,5.9,5,0.5,232,2.6,0,185.47442507703084,208.8864537016005,244.39524195951313,185.47442507703084,0
2024,4,18,13,15,33.7,R,-54.297,-63.533,13.7,4,0.4,335,2.8,0,313.6730656704428,279.3653676382849,238.71585618410094,238.71585618410094,0
2024,4,19,10,48,23.1,R,-56.628,-69.189,11.5,3,0.2,343,3.1,0,210.7952201719505,329.9127167730353,266.2634075972988,210.7952201719505,0
2024,4,20,9,24,12.7,R,-56.941,-68.259,22.0,2,0.2,347,3.1,0,238.1821140662139,352.7792204300772,277.63150427905344,238.1821140662139,0
2024,5,12,15,39,12.2,R,-54.351,-64.894,14.1,5,0.1,309,2.8,0,226.06485584650193,194.6773451203128,150.15992596675923,150.15992596675923,0
2024,5,15,14,56,13.7,R,-57.63,-67.318,30.5,6,0.4,288,3.9,0,320.76297759248513,428.4930843456274,346.2131879758995,320.76297759248513,0
2024,5,29,13,23,44.4,R,-50.278,-71.917,0.0,4,0.6,332,3.5,0,559.7690235163305,485.49216955328836,571.1077181390064,485.49216955328836,0
2024,6,16,20,19,28.8,R,-57.636,-66.523,5.0,5,0.4,285,3.2,0,334.2995951908252,434.88020072578377,349.2605451102182,334.2995951908252,0
2024,6,19,18,10,47.2,R,-55.582,-70.191,22.2,3,0.0,293,2.4,0,148.31810173670198,255.91342894951677,225.2151909255378,148.31810173670198,0
2024,6,24,12,24,44.1,L,-54.661,-67.648,10.0,3,0.1,236,1.9,0,45.01628613612452,97.28901397475845,33.454040052299675,33.454040052299675,0
2024,6,29,8,25,18.1,L,-54.524,-67.246,10.0,3,0.5,234,2.2,0,74.89397967740113,87.3705956251936,3.656981879718106,3.656981879718106,0
2024,8,21,2,13,14.6,R,-53.687,-73.84,31.5,5,0.1,312,3.2,0,381.5753690028006,404.5680370700543,444.630557806079,381.5753690028006,0
2024,8,23,5,53,0.5,R,-53.793,-59.306,32.3,5,0.7,338,3.4,0,595.9983763193595,553.508114429555,521.0855408591733,521.0855408591733,0
2024,9,15,7,51,53.1,R,-52.263,-72.09,13.4,4,0.4,209,3.2,0,377.9153058211268,339.29672877471813,411.48803498031515,339.29672877471813,0
2024,11,6,13,32,18.2,L,-54.603,-67.563,6.0,4,0.1,154,2.2,0,52.59281461005415,91.25221872438613,25.800211609334674,25.800211609334674,0
